,id,utterance,speaker,context,context_speakers,show,sarcasm
130,1_5627,"['girlfriend', 'exgirlfriend', 'hang', 'together', 'oh', 'yeah', 'good']",raj,"[['mean', 'little'], ['little', 'youd', 'want'], ['know', 'stuff', 'horrible', 'want', 'see', 'find', 'cafeteria', 'get', 'real', 'coffee', 'sure'], ['go', 'cafeteria', 'get', 'coffee', 'want', 'anything'], ['im', 'fine'], ['thats', 'nice', 'theyre', 'get', 'along']]","['penny', 'person', 'penny', 'person', 'leonard', 'raj']",0,1
131,1_5679,"['id', 'like', 'respond', 'sarcastically', 'yes', 'relish', 'thought', 'stranger', 'cover', 'body', 'oil', 'rub']",sheldon,"[['organism', 'responsible', 'michelob', 'lite'], ['something', 'wrong', 'neck'], ['little', 'stiff'], ['remarkably', 'fragile', 'structure', 'support', 'valuable', 'payload'], ['unlike', 'balance', 'faberge', 'egg', 'pixie', 'stick'], ['consider', 'massage']]","['amy', 'amy', 'sheldon', 'sheldon', 'sheldon', 'amy']",0,1
132,1_5699,"['congratulation', 'welcome', 'temporarily', 'aboard', 'here', 'id', 'card', 'key', 'lapel', 'pin', 'leonard', 'cool', 'wear']",sheldon,"[['living', 'durable', 'power', 'attorney'], ['say', 'make', 'end', 'life', 'decision'], ['friend', 'let', 'hope', 'doesnt', 'come', 'please', 'sign'], ['sign'], ['there', 'reciprocity', 'clause', 'get', 'pull', 'plug'], ['well', 'seem', 'fair']]","['sheldon', 'raj', 'sheldon', 'raj', 'leonard', 'raj']",0,1
133,1_5751,"['course', 'youre', 'cutie', 'pie', 'girl', 'would', 'lucky']",bernadette,"[['hell', 'wrong'], ['well', 'always', 'nice', 'thought', 'maybe', 'like'], ['im', 'nice', 'everyone'], ['im', 'sorry'], ['damn', 'right', 'youre', 'sorry'], ['tell', 'howard', 'there', 'never', 'anything', 'u'], ['hey', 'bernadette'], [''], ['think', 'shot', 'penny']]","['bernadette', 'raj', 'bernadette', 'raj', 'bernadette', 'bernadette', 'raj', 'bernadette', 'raj']",0,0
134,1_5758,"['oh', 'could', 'see', 'face', 'hemorrhoid']",amy,"[['like', 'waterfall', 'liquid', 'gold'], ['turn'], ['know', 'dont', 'even', 'know', 'point', 'stay', 'la'], ['havent', 'gotten', 'single', 'act', 'job', 'since', 'move'], ['closest', 'come', 'last', 'month', 'get', 'callback', 'hemorrhoid', 'commercial']]","['amy', 'amy', 'penny', 'penny', 'penny']",0,1
135,1_5786,"['right', 'technically', 'dinner', 'date', 'suppose', 'could', 'call', 'uh', 'dinfast', 'date', 'youd', 'open', 'peerbased', 'mock', 'hey', 'leonard', 'dinfast', 'priya', 'last', 'night']",sheldon,"[[''], ['oh', 'uh', 'priyas', 'call', 'minute', 'skype', 'gonna', 'dinner', 'date'], ['morning', 'mumbai', 'dinner'], ['fine', 'whatever', 'priya', 'breakfast']]","['sheldon', 'leonard', 'sheldon', 'leonard']",0,0
136,1_5880,"['youre', 'do', 'cop', 'feel', 'go', 'wrist']",amy,"[['oh', 'sweetie', 'guest', 'dont', 'normally', 'wear', 'corsage', 'wedding', 'thats', 'prom', 'thing'], ['never', 'go', 'prom', 'mom', 'paid', 'cousin', 'take', 'use', 'money', 'buy', 'drug'], ['put', 'corsage'], ['youre', 'do', 'cop', 'feel', 'go', 'wrist']]","['penny', 'amy', 'penny', 'leonard']",0,1
137,1_5919,"['dont', 'girlfriend', 'well', 'good', 'lord', 'becomes', 'reason', 'play', 'dungeon', 'dragon', 'game', 'serious', 'trouble']",sheldon,"[['movie', 'tv', 'show', 'promise', 'street', 'pave', 'beautiful', 'blonde', 'woman', 'big', 'bazongas'], ['eat', 'another', 'pie', 'youll', 'bazongas'], ['thats', 'cruel'], ['know', 'go', 'straight', 'hip'], ['gentleman', 'please', 'focus'], ['youre', 'face', 'firebreathing', 'dragon'], ['dont', 'know', 'want', 'play', 'anymore']]","['raj', 'howard', 'raj', 'raj', 'sheldon', 'sheldon', 'raj']",0,0
138,1_5953,"['here', 'fun', 'news', 'rajemily', 'front', 'give', 'pair', 'diamond', 'earring', 'lease', 'car']",howard,"[['longer', 'wear', 'underpants'], ['dice', 'giveth', 'dice', 'taketh', 'away'], ['raj', 'emily'], ['yeah', 'every', 'night', 'last', 'month'], ['wow', 'cant', 'believe', 'girlfriend'], ['neither']]","['leonard', 'sheldon', 'penny', 'leonard', 'penny', 'sheldon']",0,0
139,1_5964,"['smart', 'whisper', 'deaf', 'chick', 'cant', 'hear']",howard,"[['wow'], ['youre', 'engage', 'friend'], ['hey', 'bernadette', 'doesnt', 'mind', 'get', 'motor', 'run', 'long', 'park', 'right', 'garage'], ['cant', 'believe', 'youre', 'engage', 'friend']]","['howard', 'penny', 'howard', 'penny']",0,1
140,1_6020,"['get', 'list', 'would', 'like', 'back', 'thisll', 'take', 'moment', 'five', 'quarter', 'inch', 'floppy']",sheldon,"[['difference', 'make', 'leonard', 'go', 'wil', 'wheatons', 'party'], ['wil', 'wheaton', 'sheldons', 'mortal', 'enemy'], ['mortal', 'enemy'], ['mmhmm', 'sheldon', 'know', 'youre', 'bit', 'lefthanded', 'monkey', 'wrench', 'really', 'mortal', 'enemy'], ['fact'], ['would', 'like', 'see', 'list'], ['oh', 'say', 'say', 'say', 'say']]","['amy', 'penny', 'amy', 'amy', 'sheldon', 'sheldon', 'penny']",0,1
141,1_6032,"['see', 'betrayal', 'others']",sheldon,"[['choice', 'go', 'behind', 'back', 'turn', 'mother'], ['wow', 'youre', 'first', 'astronaut', 'youre', 'also', 'first', 'one', 'u', 'kick', 'girl', 'bed'], ['youre', 'like', 'rock', 'star'], ['little', 'bit'], ['hate', 'say', 'kind', 'betray']]","['howard', 'raj', 'raj', 'howard', 'leonard']",0,1
142,1_6039,"['dont', 'know', 'im', 'go', 'dont', 'want', 'break']",bernadette,"[['cant', 'go', 'space'], ['he', 'like', 'baby', 'bird'], ['know', 'get', 'asthma', 'attack', 'reading', 'old', 'library', 'book'], ['youre', 'kid'], ['day'], ['sheldon', 'threw', 'back', 'hand', 'book']]","['bernadette', 'bernadette', 'bernadette', 'amy', 'penny', 'penny']",0,0
143,1_6065,"['frankly', 'mom', 'im', 'encourage', 'see', 'advanced', 'group', 'become', 'willing', 'sail', 'ocean', 'without', 'fear', 'fall', 'edge']",sheldon,"[['allyoucaneat', 'last', 'supper', 'buffet', 'personal', 'favorite', 'gun', 'god'], ['whats', 'gun', 'god', 'im', 'afraid', 'ask'], ['oh', 'hoot', 'half'], ['write', 'sin', 'clay', 'pigeon', 'fire', 'em', 'air', 'pulverize', 'gauge', 'shotgun', 'full', 'lord', 'forgiveness']]","['person', 'leonard', 'person', 'person']",0,1
144,1_6092,"['dont', 'say', 'either', 'ill', 'make', 'list', 'oh', 'would', 'mighty', 'white']",leonard,"[['three', 'sadly', 'dead'], ['mom', 'remember', 'rajesh'], ['rajesh', 'mother', 'course'], ['mr', 'cooper', 'nice', 'see'], ['well', 'nice', 'see'], ['thought', 'indian', 'occasional', 'alcohol', 'problem']]","['raj', 'sheldon', 'sheldon', 'raj', 'person', 'person']",0,0
145,1_6113,"['spring', 'get', 'go', 'international', 'space', 'station', 'oh', 'word', 'trip', 'heaven']",howard,"[['im', 'go', 'tonight', 'would', 'crazy', 'ask', 'look', 'outfit', 'im', 'go', 'wear'], ['oh', 'crazy', 'dont', 'beat'], ['age', 'could', 'car', 'ride', 'bottle', 'strawberry', 'wine'], ['week', 'email', 'blast']]","['penny', 'person', 'person', 'sheldon']",0,0
146,1_6134,"['im', 'allergic', 'people', 'get', 'nobel', 'prize', 'good', 'reason']",sheldon,"[['lecture', 'waste', 'time'], ['make', 'accurate', 'diagram', 'expansion', 'early', 'universe', 'nursery', 'wall', 'content', 'diaper'], ['get', 'sick']]","['sheldon', 'sheldon', 'amy']",0,1
147,1_6165,"['yes', 'there', 'nothing', 'quite', 'like', 'slightly', 'widen', 'eye', 'mildly', 'startle']",sheldon,"[['okay', 'right'], ['one', 'clever'], ['skeleton', 'phosphorous', 'zip', 'line'], ['come', 'merry', 'prankster'], ['take', 'bow'], ['shouldve', 'see', 'face']]","['sheldon', 'sheldon', 'sheldon', 'sheldon', 'sheldon', 'raj']",0,1
148,1_6183,"['thing', 'paper', 'clip', 'right']",raj,"[['isnt'], ['gasp', 'oh', 'bother'], ['isnt', 'always', 'way', 'go', 'staple', 'something', 'youre', 'staple'], ['gosh', 'wish', 'id', 'know', 'earlier', 'today', 'staple']]","['sheldon', 'sheldon', 'sheldon', 'sheldon']",0,0
149,1_6188,"['oh', 'god', 'thats', 'know']",penny,"[['yeah', 'sure', 'come'], ['thanks'], ['want', 'mac', 'cheese'], ['lactose', 'gas'], ['glass', 'wine'], ['sulfites', 'migraine'], ['okay', 'well', 'id', 'offer', 'halloween', 'candy', 'thats', 'go'], ['whats'], ['okay', 'use', 'go', 'right']]","['penny', 'leonard', 'penny', 'leonard', 'penny', 'leonard', 'penny', 'penny', 'leonard']",0,1
150,1_6211,"['mean', 'ruse', 'oh', 'could', 'stu']",sheldon,"[['oh', 'cant'], ['hurry', 'run', 'time'], ['okay'], [''], ['oh', 'god', 'one', 'two', 'three'], ['trick', 'treat', 'bubbeleh'], ['laugh']]","['sheldon', 'bernadette', 'sheldon', 'bernadette', 'sheldon', 'howard', 'sheldon']",0,0
151,1_6221,"['well', 'dont', 'mind', 'look', 'like', 'orange', 'traffic', 'cone', 'great']",bernadette,"[['bernadette', 'go', 'hunt', 'bridesmaid', 'dress']]",['penny'],0,1
152,1_6355,"['say', 'horrible', 'thing', 'public', 'pretty', 'magical', 'night']",leonard,"[['okay', 'go', 'saw', 'movie', 'met', 'nice', 'people']]",['leonard'],0,1
153,1_6370,"['oh', 'course', 'shes', 'interest', 'know', 'sever', 'web', 'toe']",sheldon,"[['consider', 'change', 'discipline', 'yeah', 'humanity', 'perhaps', 'history'], ['one', 'advantage', 'teach', 'history', 'dont', 'create', 'thing'], ['know', 'remember', 'stuff', 'happen', 'parrot', 'back'], ['could', 'fun'], ['yeah', 'thats'], ['stuart', 'kind', 'interested', 'amy']]","['sheldon', 'sheldon', 'sheldon', 'sheldon', 'leonard', 'leonard']",0,1
154,1_6426,"['know', 'holiday', 'around', 'corner', 'maybe', 'want', 'see', 'lodge', 'testicle']",sheldon,"[['different', 'different', 'guy'], ['one', 'use', 'head', 'open', 'nut'], ['oh', 'oh', 'oh'], ['one', 'make', 'eat', 'arm', 'hair'], ['actually', 'guy', 'sister'], ['right', 'well', 'think', 'want'], ['dont', 'know']]","['leonard', 'sheldon', 'sheldon', 'sheldon', 'leonard', 'penny', 'leonard']",0,1
155,1_6427,"['hmm', 'thats', 'bad', 'could', 'spent', 'new', 'year', 'eve', 'wait', 'ball', 'drop']",penny,"[['oh', 'oh', 'oh'], ['one', 'make', 'eat', 'arm', 'hair'], ['actually', 'guy', 'sister'], ['right', 'well', 'think', 'want'], ['dont', 'know'], ['know', 'holiday', 'around', 'corner'], ['maybe', 'want', 'see', 'lodge', 'testicle'], ['told', 'different', 'guy']]","['sheldon', 'sheldon', 'leonard', 'penny', 'leonard', 'sheldon', 'sheldon', 'leonard']",0,1
156,1_6428,"['sure', 'want', 'see', 'scientist', 'wear', 'year']",leonard,"[[''], ['nobel', 'prize', 'acceptance', 'ceremony', 'stream', 'live', 'stockholm']]","['leonard', 'sheldon']",0,1
157,1_6472,"['youd', 'think', 'winner', 'could', 'make', 'decent', 'cup', 'cocoa']",sheldon,"[['take', 'away', 'key', 'make', 'wander', 'street', 'drunk'], ['remember', 'sheldon', 'raj', 'howard'], ['really'], ['funny', 'huh', 'leonard'], ['back', 'school', 'winner', 'loser', 'reverse'], ['youre', 'winner']]","['sheldon', 'leonard', 'person', 'person', 'person', 'person']",0,1
158,1_6504,"['oh', 'see', 'youre', 'confuse', 'news', 'sound', 'important', 'youre', 'forget', 'achievement', 'field', 'biology', 'thats', 'yucky', 'squishy', 'thing']",sheldon,"[['probably', 'euphemism', 'urination'], ['sheldon', 'wrong'], ['much', 'although', 'fault', 'overly', 'fond', 'koala', 'bear'], ['dont', 'know', 'smart', 'munch', 'eucalyptus', 'melt', 'inside'], ['okay', 'amy', 'told', 'excite', 'news', 'act', 'like', 'big', 'deal']]","['sheldon', 'penny', 'sheldon', 'sheldon', 'penny']",0,1
159,1_6534,"['maybe', 'want', 'man', 'pocket', 'watch']",sheldon,"[['dont', 'think', 'there', 'anything', 'jewelry', 'store', 'amy', 'would', 'appreciate', 'humidifier', 'look', 'sears'], ['oh', 'god', 'know', 'sound', 'like', 'say', 'stupid', 'stuff'], ['ooh', 'pocket', 'watch'], ['okay', 'dont', 'think', 'amy', 'want', 'pocket', 'watch']]","['sheldon', 'penny', 'sheldon', 'penny']",0,0
160,1_6627,"['well', 'yeah', 'sex', 'pretty', 'great', 'ever', 'try']",leonard,"[['really', 'nice', 'dinner'], ['im', 'glad', 'ask'], ['miss'], ['see', 'time'], ['sure', 'dont', 'miss', 'sex']]","['penny', 'penny', 'leonard', 'penny', 'penny']",0,0
161,1_6645,"['well', 'wady', 'take', 'highwes', 'picture', 'junk', 'wast', 'night', 'cwaigswist']",person,"[['chime', 'wisten', 'westauwant', 'westauwant'], ['chime', 'dont', 'know', 'mean', 'westauwant', 'westauwant'], ['see', 'total', 'cwap', 'suck', 'siwi'], ['hey', 'dont', 'talk', 'like', 'shes', 'lady']]","['person1', 'person2', 'person1', 'raj']",0,0
162,1_6648,"['mean', 'person', 'whose', 'neck', 'massage', 'feel', 'like', 'eagle', 'try', 'carry', 'nest']",leonard,"[['amaze', 'even', 'get', 'idea'], ['call', 'dad', 'ask', 'thing', 'like', 'kid'], ['seem', 'easy', 'get', 'cow', 'could', 'tip'], ['okay', 'youre', 'kind', 'really', 'great']]","['penny', 'leonard', 'leonard', 'penny']",0,1
163,1_6683,"['yeah', 'terrific', 'astronaut', 'would', 'love', 'go', 'hurtle', 'space', 'guy', 'name', 'crash']",howard,"[['buzz', 'lightyear', 'real'], ['thats', 'im', 'talk'], ['well', 'talk', 'thought', 'real'], [''], ['okay', 'um', 'crash', 'howard', 'crash', 'wolowitz']]","['raj', 'howard', 'raj', 'howard', 'raj']",0,1
164,1_6766,"['maybe', 'thats', 'im', 'challenged', 'reason', 'einstein', 'fail', 'math']",sheldon,"[['im', 'super', 'smart', 'probably', 'true'], ['hey', 'ive', 'training', 'field', 'neurobiology', 'year'], ['youve', 'three', 'hour', 'youve', 'spent', 'one', 'bathroom'], ['im', 'sorry', 'take', 'get', 'thing', 'go', 'unfamiliar', 'toilet'], ['sheldon', 'ive', 'give', 'simplest', 'thing', 'havent', 'do', 'one', 'right']]","['sheldon', 'amy', 'amy', 'sheldon', 'amy']",0,0
165,1_6769,"['hope', 'hand', 'steady', 'width', 'single', 'hair', 'biology', 'im', 'sure', 'problem', 'genius', 'like']",amy,"[['right'], ['im', 'stranger', 'little', 'gray', 'matter'], ['locus', 'coeruleus'], ['locus', 'coeruleus'], ['youre', 'get', 'warmer', 'indeed', 'brain']]","['sheldon', 'sheldon', 'sheldon', 'sheldon', 'amy']",0,1
166,1_6835,"['oh', 'screw', 'shes', 'lucky', 'let', 'hang', 'u']",amy,"[['painting', 'constant', 'reminder', 'three', 'u', 'least', 'cool'], ['yeah', 'thats', 'thats'], ['good', 'heart'], ['yeah', 'try'], ['come'], ['whoa', 'whoa', 'go'], ['go', 'go', 'put', 'painting', 'back', 'apartment'], ['well', 'bernadette']]","['amy', 'penny', 'amy', 'penny', 'amy', 'penny', 'amy', 'penny']",0,0
167,1_6860,"['im', 'sorry', 'bad', 'boy', 'attitude', 'come', 'hair']",sheldon,"[['know', 'sheldon', 'use', 'cut', 'brother', 'hair', 'could'], ['penny', 'know', 'mean', 'well', 'offering', 'skill', 'hill', 'folk', 'um'], ['town', 'dont', 'churn', 'butter', 'dont', 'make', 'dress', 'gunny', 'sack', 'uh', 'sure', 'shootin', 'dont', 'get', 'hair', 'cut', 'bottleblonde'], ['sheldon', 'nice']]","['penny', 'sheldon', 'sheldon', 'leonard']",0,0
168,1_7047,"['also', 'instead', 'living', 'mother', 'house', 'could', 'actually', 'live', 'inside', 'body']",leonard,"[['wrong', 'leonard'], ['horse', 'mostly', 'height'], ['little', 'bit', 'genital', 'girth'], ['wrong', 'let', 'keep', 'clean', 'shall'], ['kangaroo', 'uh', 'id', 'kangajew'], ['first', 'people', 'dunk', 'basketball']]","['sheldon', 'leonard', 'leonard', 'sheldon', 'howard', 'howard']",0,1
169,1_7082,"['good', 'time', 'like', 'uh', 'go', 'camp', 'spent', 'night', 'tell', 'secret', 'told', 'im', 'addict', 'pedicure', 'told', 'lose', 'virginity', 'cousin']",raj,"[['man', 'become', 'whole', 'world'], ['yeah', 'nice', 'speech', 'francine'], ['im', 'do', 'thank'], ['think', 'back']]","['raj', 'person', 'raj', 'raj']",0,0
170,1_7089,"['fun', 'night', 'yeah', 'uh', 'make', 'gift', 'bag', 'wine', 'go', 'online', 'saw']",howard,"[['snootful', 'laddie'], ['funny'], ['boy', 'nice', 'time'], ['yeah', 'great'], ['lowkey', 'like', 'promise', 'hankypanky', 'stripper', 'guy', 'tell', 'joke'], ['thats', 'nice']]","['howard', 'bernadette', 'bernadette', 'howard', 'howard', 'bernadette']",0,1
171,1_7186,"['exactly', 'listen', 'dont', 'mind', 'im', 'really', 'chat', 'im', 'go', 'sit', 'quietly', 'let', 'life', 'flash', 'eye']",howard,"[['make', 'froot', 'loop'], ['go', 'gay', 'story', 'people', 'accept'], ['actually', 'froot', 'loop', 'get', 'married', 'girl'], ['congratulation'], ['thanks', 'decide', 'launch'], ['mr', 'loop', 'big', 'wedding']]","['howard', 'person1', 'person2', 'person1', 'howard', 'person1']",0,0
172,1_7281,"['darn', 'werent', 'busy', 'id', 'ask', 'join', 'u']",sheldon,"[['release', 'kraken', 'never', 'get', 'old'], ['release', 'kraken', 'oh', 'chill'], ['besides', 'im', 'dinner', 'amy'], ['oh', 'okay', 'ill', 'go', 'home', 'alone'], ['wwhich', 'cool', 'eat', 'alone', 'sleep', 'alone', 'cry', 'alone', 'cool']]","['sheldon', 'sheldon', 'sheldon', 'raj', 'raj']",0,1
173,1_7341,"['talk', 'man', 'space', 'dont', 'walkietalkie', 'static', 'might', 'well', 'coffee', 'bean', 'lake', 'street']",sheldon,"[['know', 'joking', 'kid', 'around', 'hurt', 'feeling'], ['okay', 'turn', 'let', 'talk'], ['go', 'ahead'], ['north', 'los', 'roble', 'avenue', 'pasadena', 'california', 'international', 'space', 'station', 'read'], ['imitates', 'walkietalkie', 'static', 'yes', 'read', 'sheldon'], ['copy', 'imitates', 'walkietalkie', 'static'], ['']]","['howard', 'sheldon', 'leonard', 'sheldon', 'howard', 'sheldon', 'leonard']",0,0
174,1_7357,"['im', 'start', 'get', 'sense']",leonard,"[['tongue', 'wont', 'go', 'far', 'forward', 'use'], ['maybe', 'tongue', 'shrink'], ['nope'], ['oh', 'idea', 'annoy']]","['sheldon', 'leonard', 'sheldon', 'sheldon']",0,1
175,1_7395,"['well', 'thats', 'take', 'good', 'thing', 'dont', 'dog']",amy,"[['slept'], ['didnt', 'know', 'else', 'big', 'sad', 'eye'], ['oh', 'sure', 'choice'], ['look', 'like']]","['amy', 'penny', 'bernadette', 'penny']",0,1
176,1_7400,"['course', 'news', 'famous', 'boson']",penny,"[['chart', 'back', 'kept', 'track', 'shape', 'color', 'consistency'], ['disgust'], ['whats', 'disgust', 'he', 'still', 'keep', 'track'], ['need', 'stuff'], ['sorry'], ['glad', 'ask'], ['yeah', 'familiar', 'higgs', 'boson']]","['sheldon', 'penny', 'leonard', 'penny', 'leonard', 'sheldon', 'sheldon']",0,0
177,1_7402,"['didnt', 'know', 'give', 'nobel', 'prize', 'make', 'boomboom', 'potty']",leonard,"[['paper', 'reject', 'recently', 'proven', 'right'], ['he', 'fast', 'track', 'win', 'nobel', 'prize'], ['yeah', 'thats', 'basically', 'say'], ['point', 'higgs', 'celebrate', 'work', 'year', 'ago', 'get', 'think'], ['perhaps', 'ive', 'already', 'hit', 'upon', 'idea', 'win', 'nobel', 'prize']]","['sheldon', 'sheldon', 'penny', 'sheldon', 'sheldon']",0,1
178,1_7442,"['original', 'title', 'rederivation', 'maxwell', 'equation', 'regard', 'electromagnetism', 'dumbed', 'religious', 'people', 'town', 'start', 'say', 'witch']",sheldon,"[['interest', 'penny', 'feel', 'free', 'paint', 'nail'], ['get'], ['believe', 'alex', 'may', 'unearthed', 'grade', 'school', 'science', 'project', 'could', 'ticket', 'nobel', 'prize'], ['behold'], ['magnet', 'stick', 'answer', 'metal', 'exactly', 'groundbreaking']]","['sheldon', 'leonard', 'sheldon', 'sheldon', 'leonard']",0,0
179,1_7443,"['weve', 'kind', 'involve', 'fiveyear', 'experiment']",penny,"[['town', 'start', 'say', 'witch'], ['sheldon', 'think', 'approach', 'paper', 'might', 'change', 'way', 'calculate', 'ferromagnetic', 'hysteresis'], ['oh', 'time', 'hat', 'old', 'way'], ['hi', 'im', 'penny'], ['alex', 'uh', 'work', 'dr', 'hofstadter'], ['way']]","['sheldon', 'person', 'penny', 'penny', 'person', 'penny']",0,0
180,1_7445,"['limbic', 'system', 'want', 'take', 'pant']",penny,"[['uh', 'work', 'dr', 'hofstadter'], ['way'], ['weve', 'kind', 'involve', 'fiveyear', 'experiment'], ['oh', 'well', 'youre', 'lucky', 'seem', 'talented', 'im', 'sure', 'lot', 'people', 'want', 'work'], ['well', 'lot', 'people', 'cant'], ['uh', 'hey'], ['go']]","['person', 'penny', 'penny', 'person', 'penny', 'penny', 'leonard']",0,0
181,1_7449,"['okay', 'nasa', 'web', 'site', 'say', 'howard', 'final', 'descent', 'begin']",raj,"[['leonard', 'gym', 'membership'], ['kick', 'stuart', 'become', 'good', 'friend'], ['okay', 'one', 'vote', 'one', 'vote', 'leonard', 'youre', 'tiebreaker'], ['dont', 'problem', 'stuart', 'besides', 'give', 'u', 'discount', 'comic', 'book', 'store'], ['well', 'dont', 'sell', 'friendship', 'cheaply'], ['go'], ['welcome', 'aboard', 'old', 'chum']]","['sheldon', 'raj', 'sheldon', 'leonard', 'sheldon', 'person', 'sheldon']",0,0
182,1_7487,"['yeah', 'well', 'bernadettes', 'little', 'weather', 'mom', 'kind', 'dentist']",howard,"[['oh', 'look', 'look', 'like', 'grow'], ['yeah', 'lack', 'gravity', 'decompress', 'spine', 'im', 'like', 'inch', 'half', 'taller'], ['im', 'go', 'dmv', 'tomorrow', 'get', 'license', 'change', 'shrink', 'back'], ['oh', 'uh', 'come', 'come'], ['oh', 'uh', 'didnt', 'think', 'go', 'get', 'see', 'tomorrow']]","['raj', 'howard', 'howard', 'raj', 'raj']",0,0
183,1_7490,"['okay', 'know', 'space', 'cowboy', 'dont', 'glory', 'fame', 'leave', 'rock', 'star', 'athlete', 'howie', 'mandels']",howard,"[['yeah', 'well', 'bernadettes', 'little', 'weather', 'mom', 'kind', 'dentist'], ['wait', 'mother', 'sleep', 'dentist'], ['former', 'dentist', 'need', 'new', 'one', 'know', 'hand'], ['youre', 'wander', 'around', 'thats', 'kind', 'hero', 'welcome', 'astronaut', 'come', 'home']]","['howard', 'raj', 'howard', 'raj']",0,0
184,1_7494,"['sound', 'little', 'funny', 'american', 'ear']",person,"[['wow', 'guy', 'like', 'bud'], ['oh', 'yeah', 'hang', 'time'], ['plus', 'doesnt', 'girlfriend', 'dont', 'girlfriend'], ['like', 'hole', 'life', 'fill', 'others', 'hole']]","['howard', 'raj', 'person', 'raj']",0,0
185,1_7504,"['stuart', 'comic', 'book', 'store', 'world', 'like', 'guy', 'picture']",person,"[['oh', 'hey', 'stuart', 'get', 'little', 'souvenir', 'trip', 'space'], ['well', 'howard', 'thats', 'nice'], ['yeah', 'maybe', 'open', 'first'], ['official', 'nasa', 'portrait']]","['howard', 'person', 'leonard', 'howard']",0,0
186,1_7575,"['youre', 'right', 'party', 'fantastic', 'please', 'tell', 'havent', 'heard', 'enough', 'week', 'hearing', 'never', 'get', 'old']",howard,"[['compromise', 'lose'], ['believe', 'stuart', 'walk', 'around', 'take', 'credit', 'party'], ['care'], ['mean', 'care', 'look', 'pull', 'deejays', 'fire', 'there', 'tardis', 'photo', 'booth', 'back', 'room', 'oh', 'god', 'food'], ['stuart', 'want', 'kraft', 'draculoni', 'cheese']]","['sheldon', 'raj', 'howard', 'raj', 'raj']",0,1
187,1_7593,"['amy', 'cant', 'ask', 'wil', 'wheaton', 'leave', 'he', 'minor', 'celebrity', 'explain', 'many', 'people', 'recognize']",sheldon,"[['think'], ['speak', 'second'], ['ill', 'right', 'back'], ['feel', 'free', 'play'], ['dont', 'care', 'friend', 'he', 'rude'], ['need', 'ask', 'leave']]","['sheldon', 'amy', 'sheldon', 'sheldon', 'amy', 'amy']",0,0
188,1_7641,"['sad', 'time', 'yeah', 'person', 'could', 'cheer', 'well', 'ben', 'jerry']",howard,"[['woman', 'life', 'ill', 'see', 'naked', 'bathroom'], ['know', 'wasnt', 'easy', 'okay'], ['oh', 'im', 'fine', 'im', 'worried'], ['aw', 'shell', 'okay', 'shes', 'grown', 'woman'], ['know', 'ever', 'since', 'dad', 'left', 'ive', 'felt', 'responsible'], ['thats', 'lot', 'kid', 'deal']]","['howard', 'bernadette', 'howard', 'bernadette', 'howard', 'bernadette']",0,0
189,1_7661,"['yeah', 'five', 'week', 'ago', 'much', 'longer', 'gonna', 'milk', 'cow']",sheldon,"[['kiss', 'mother', 'mouth'], ['oh', 'well', 'im', 'sorry', 'loss', 'oh', 'good', 'night', 'sir'], ['unbelievable', 'say', 'wolowitz', 'deserves', 'spot', 'he', 'highprofile', 'asset', 'university'], ['well', 'he', 'wrong', 'howard', 'go', 'international', 'space', 'station']]","['sheldon', 'sheldon', 'sheldon', 'leonard']",0,0
190,1_7675,"['anyway', 'day', 'still', 'cant', 'see', 'box', 'crayon', 'without', 'cross', 'leg']",penny,"[['damn'], ['well', 'least', 'make', 'love', 'sheldon', 'wont', 'think', 'mother'], ['yes', 'cleverly', 'veil', 'reference', 'howard', 'lifelong', 'obsession', 'crawl', 'back', 'spacious', 'womb']]","['penny', 'amy', 'amy']",0,0
191,1_7722,"['exactly', 'half', 'hour', 'ago', 'like', 'youre', 'even', 'try', 'get', 'well']",sheldon,"[['thermometer', 'beep', 'cough']]",['sheldon'],0,1
192,1_7894,"['guy', 'liquor', 'store', 'say', 'stuff', 'taste', 'great', 'coffee']",raj,"[['really', 'think', 'drinking', 'right'], ['else', 'suppose', 'talk', 'human', 'resource', 'lady'], ['dont', 'know', 'seek', 'professional', 'help']]","['howard', 'raj', 'howard']",0,0
193,1_7938,"['come', 'let', 'start', 'walk', 'there', 'get', 'gas', 'station', 'something', 'nearby']",leonard,"[['get', 'car', 'crazy', 'person'], ['look', 'u', 'sheldon', 'crazy', 'people'], ['well', 'perhaps', 'hold', 'sign', 'assures', 'passing', 'motorist', 'mental', 'competence'], ['good', 'idea', 'dont', 'get', 'start']]","['sheldon', 'leonard', 'sheldon', 'howard']",0,0
194,1_7953,"['dont', 'ask', 'scotty', 'beam']",person,"[['hello'], ['uh', 'four', 'glass', 'water', 'please'], ['anything', 'guy'], ['use', 'phone', 'car', 'get', 'steal']]","['sheldon', 'sheldon', 'sheldon', 'leonard']",0,1
195,1_8042,"['couple', 'big', 'wig', 'part', 'bonus', 'get']",howard,"[['go'], ['great', 'come'], ['dont', 'say', 'thank'], ['suitcase', 'lent', 'two', 'year', 'ago'], ['well', 'tell', 'broke', 'wheel', 'handle'], ['everyone', 'bernadettes', 'company', 'go', 'vega']]","['raj', 'howard', 'raj', 'howard', 'raj', 'raj']",0,0
